Selected Redman 2013 ThAr lines.  Vacuum lam from energy levels.
lambda(nm)    Bright  dlambda(nm)
 544.2113600    680.  0.0000030
 544.4631590    600.  0.0000080
 544.8667560   6500.  0.0000070
 545.0993330   1100.  0.0000140
 545.3733906   3800.  0.0000019
 546.0484570   1700.  0.0000080
 546.3253460    430.  0.0000070
 546.4130900    510.  0.0000100
 546.5723693   1700.  0.0000009
 547.2279320   1400.  0.0000030
 547.6255610    430.  0.0000060
 547.6386060    500.  0.0000070
 548.0597060    480.  0.0000040
 548.5670500    440.  0.0000070
 549.0153690    420.  0.0000040
 549.4169410   2800.  0.0000021
 549.4730175    970.  0.0000012
 549.5857060   1300.  0.0000030
 549.7663851   2200.  0.0000022
 550.0783004  11000.  0.0000012
 550.1175473    670.  0.0000018
 550.2809910    680.  0.0000050
 550.5831080   2800.  0.0000015
 550.9068570    700.  0.0000030
 551.0088798    540.  0.0000023
 551.1524299   5400.  0.0000020
 551.6404947   3500.  0.0000019
 552.0522490    640.  0.0000050
 552.6117190   1100.  0.0000040
 552.8830640    530.  0.0000040
 552.9762870    560.  0.0000060
 554.0146886    770.  0.0000023
 554.0800280  14000.  0.0000012
 554.1449280   1700.  0.0000060
 554.4429597   2400.  0.0000021
 554.9716825   5100.  0.0000014
 555.2913760    660.  0.0000070
 555.4164910    530.  0.0000030
 555.8588869   4800.  0.0000017
 555.9885976   6600.  0.0000017
 556.5746560    700.  0.0000070
 556.9543550    720.  0.0000060
 557.2738496   4900.  0.0000018
 557.4012385   3300.  0.0000014
 557.4901217  10000.  0.0000014
 557.7753061   2200.  0.0000019
 558.0907613   4900.  0.0000016
 558.2304440    470.  0.0000080
 558.3917210    420.  0.0000060
 558.4416870    330.  0.0000040
 558.5312720    620.  0.0000120
 558.8577701  20000.  0.0000011
 559.6617074   4900.  0.0000022
 560.3158273   5000.  0.0000013
 560.6071680   1100.  0.0000080
 560.7942731    930.  0.0000025
 561.1661921   1400.  0.0000025
 561.1788310   2100.  0.0000030
 561.2238710   2300.  0.0000040
 561.3626009   2400.  0.0000022
 561.6878355   7100.  0.0000010
 562.1535490    550.  0.0000050
 562.2476840    120.  0.0000100
 563.1859810    740.  0.0000110
 563.4858670    800.  0.0000030
 564.1311660   2800.  0.0000040
 564.3123370    480.  0.0000030
 564.3300190    560.  0.0000040
 564.7091665    830.  0.0000013
 564.7235770    940.  0.0000030
 564.7461920    550.  0.0000070
 564.8018780    520.  0.0000070
 565.0558826   1500.  0.0000012
 565.5592870    340.  0.0000080
 565.9495510   1900.  0.0000050
 566.6193051    580.  0.0000022
 566.6751963   4300.  0.0000020
 566.7200510    580.  0.0000090
 566.8700620   1100.  0.0000040
 567.6561090    910.  0.0000040
 567.8628122   1900.  0.0000019
 568.6769600   1100.  0.0000030
 569.9874590    560.  0.0000070
 570.2039920    600.  0.0000070
 570.2278110    550.  0.0000050
 570.2362280    420.  0.0000040
 570.2499280   2200.  0.0000050
 570.8686690   2900.  0.0000040
 571.7110830    610.  0.0000170
 572.1209171   6300.  0.0000016
 572.1769512  31000.  0.0000010
 572.5825200    510.  0.0000070
 572.6051730    890.  0.0000030
 572.6976644   5300.  0.0000017
 573.4565420    710.  0.0000130
 573.7620650    640.  0.0000050
 574.3421463   1700.  0.0000010
 574.3676440    580.  0.0000080
 575.0335451   2900.  0.0000024
 575.0982960    830.  0.0000050
 575.4621995   4400.  0.0000017
 576.2148230  53000.  0.0000009
 576.4392280    490.  0.0000070
 576.5127283   3700.  0.0000012
 576.9378034    790.  0.0000024
 576.9780793   2100.  0.0000016
 577.3360580    380.  0.0000030
 577.5547454   1500.  0.0000017
 577.9002530    510.  0.0000040
 578.3262190    340.  0.0000040
 578.3917210    420.  0.0000030
 579.1250408   3400.  0.0000017
 579.4036435   2700.  0.0000013
 579.7675373   1600.  0.0000017
 579.8926760    570.  0.0000030
 580.0085659    450.  0.0000017
 580.2437926   6000.  0.0000013
 580.5750388  18000.  0.0000009
 580.9291720    380.  0.0000060
 581.4584210   1200.  0.0000030
 581.7034190   1200.  0.0000060
 582.4407740    440.  0.0000060
 583.2443677    500.  0.0000019
 583.3987340   1600.  0.0000030
 584.0568700    470.  0.0000080
 584.2259530    700.  0.0000030
 584.5426854    590.  0.0000018
 584.7539393    550.  0.0000016
 585.4303215   2600.  0.0000022
 585.5097116   1300.  0.0000011
 585.5743220   2000.  0.0000030
 586.1293070    490.  0.0000080
 586.5343558   1400.  0.0000014
 587.0001170    430.  0.0000060
 587.1477590    700.  0.0000030
 587.2179970    580.  0.0000070
 587.2810009    680.  0.0000019
 588.5255540   1200.  0.0000100
 588.7332723   5200.  0.0000018
 588.8162670    690.  0.0000050
 589.3083656   3400.  0.0000020
 589.6915580    540.  0.0000060
 590.1478919    930.  0.0000012
 590.4237710    480.  0.0000070
 590.7207100   2100.  0.0000030
 591.0562830   1800.  0.0000040
 591.0594820    830.  0.0000030
 591.2867680    450.  0.0000060
 591.6024610    930.  0.0000050
 591.6309729   5600.  0.0000023
 591.6352600   1300.  0.0000030
 591.8367650    590.  0.0000050
 592.0584689   1100.  0.0000022
 592.7045272   1600.  0.0000014
 592.7505880    610.  0.0000070
 592.7533950    620.  0.0000080
 592.7873989   3100.  0.0000016
 593.1577280   1100.  0.0000017
 593.6053560    400.  0.0000080
 593.8806950    500.  0.0000060
 593.9308509   1200.  0.0000019
 594.0102160   2700.  0.0000018
 594.0470493   6200.  0.0000013
 594.6294282   2700.  0.0000019
 595.0447243    480.  0.0000019
 595.7211600    500.  0.0000060
 595.7909440    360.  0.0000110
 595.9239080    270.  0.0000060
 596.1324560    350.  0.0000030
 597.1390990    620.  0.0000050
 597.5319411  17000.  0.0000011
 597.6719899   7400.  0.0000012
 598.7924637    470.  0.0000014
 599.0703620   3700.  0.0000040
 599.2666395   4400.  0.0000015
 599.5788869  12000.  0.0000014
 599.8290570    570.  0.0000030
 600.2424100    620.  0.0000030
 600.2865341   1900.  0.0000019
 600.6828106   1800.  0.0000019
 600.8735814   4500.  0.0000017
 601.1824902   3200.  0.0000011
 601.3198503    480.  0.0000023
 601.7087800    610.  0.0000100
 602.2703055   5500.  0.0000016
 602.4892400    440.  0.0000060
 602.7446770    240.  0.0000080
 602.7713300    220.  0.0000030
 603.0895580    450.  0.0000030
 603.1319790    250.  0.0000030
 603.2114833   1500.  0.0000014
 603.4543160    500.  0.0000050
 603.5083740    430.  0.0000070
 603.6863480    830.  0.0000040
 603.9369279   7500.  0.0000012
 604.0352540   1600.  0.0000030
 604.4262800    460.  0.0000050
 604.6106430    840.  0.0000060
 605.0725856   5600.  0.0000013
 605.2657100    640.  0.0000030
 605.5056876   2100.  0.0000018
 605.7270045    380.  0.0000023
 606.3213867    290.  0.0000014
 606.7459680    600.  0.0000110
 607.0700880    920.  0.0000030
 607.4785040    750.  0.0000070
 607.8788182   1300.  0.0000015
 607.9555470   2200.  0.0000030
 608.0104100   1300.  0.0000050
 608.0905703   2100.  0.0000019
 608.7059410   2200.  0.0000040
 608.8947450   1000.  0.0000080
 608.9715785   4700.  0.0000017
 609.9811400    980.  0.0000110
 610.0771580    830.  0.0000090
 610.3414060   2300.  0.0000040
 610.4283836   4800.  0.0000020
 610.6248820   1100.  0.0000050
 610.6272210   1000.  0.0000110
 610.9224300   1600.  0.0000050
 611.4529570   1300.  0.0000050
 611.6231560    820.  0.0000070
 611.6619230    110.  0.0000100
 611.7858950    730.  0.0000040
 612.1159680    540.  0.0000100
 612.1393290    620.  0.0000040
 612.2250600    610.  0.0000090
 612.3101910   1500.  0.0000060
 612.5528050    650.  0.0000030
 612.6175656   1800.  0.0000020
 613.1242510    340.  0.0000060
 613.4754480    370.  0.0000050
 613.9624650    460.  0.0000090
 614.0345400    340.  0.0000110
 614.6458790    290.  0.0000021
 614.6983560    280.  0.0000070
 615.2385230    500.  0.0000030
 615.3695380  10000.  0.0000030
 615.5771350   2000.  0.0000030
 615.6219400    810.  0.0000019
 615.7284431   2000.  0.0000018
 615.8791675   1100.  0.0000016
 616.3058400   1700.  0.0000040
 616.3877400   5200.  0.0000400
 616.6185340   5700.  0.0000012
 617.1529311  18000.  0.0000011
 618.0141043   2800.  0.0000019
 618.2415150   2400.  0.0000030
 618.4332359  38000.  0.0000011
 618.6447720    350.  0.0000090
 618.6501140    830.  0.0000080
 618.9837277   6000.  0.0000017
 619.0857510    320.  0.0000020
 619.3618484   5900.  0.0000013
 619.5570380    570.  0.0000060
 619.9937550   9300.  0.0000013
 620.2148210    370.  0.0000080
 620.5208760  16000.  0.0000012
 620.7577090    630.  0.0000070
 620.8937366   9300.  0.0000012
 620.9467440    360.  0.0000100
 621.0404564    650.  0.0000023
 621.4437850    850.  0.0000016
 622.1732050   1500.  0.0000040
 622.3040320    730.  0.0000060
 622.6249130   7800.  0.0000013
 622.8092157   2300.  0.0000017
 623.4698850    400.  0.0000110
 623.6580041   3100.  0.0000015
 624.2679891   1100.  0.0000018
 624.4667710   1500.  0.0000090
 624.4845110      0.  0.0000180
 624.5088350    310.  0.0000050
 624.6768280    200.  0.0000090
 624.7901570    350.  0.0000090
 625.2214846    320.  0.0000019
 625.9154459   3000.  0.0000020
 626.0337880    550.  0.0000090
 626.2795960   1100.  0.0000060
 626.3150683   8500.  0.0000023
 626.7906790    390.  0.0000100
 627.3278905   1000.  0.0000015
 627.5852000   2000.  0.0000060
 627.7901140    820.  0.0000050
 627.8974680    580.  0.0000080
 628.0903500    790.  0.0000090
 628.1714720    190.  0.0000120
 628.7016370    630.  0.0000080
 628.7783620    200.  0.0000030
 628.8994110    520.  0.0000030
 629.1227400    300.  0.0000150
 629.2931330   1700.  0.0000040
 629.3799930    300.  0.0000050
 629.4631479    680.  0.0000014
 629.4982800   1400.  0.0000030
 630.0644250    250.  0.0000070
 630.2658840   1100.  0.0000030
 630.3155680    490.  0.0000150
 630.4993830   1000.  0.0000060
 630.5985980    320.  0.0000090
 630.7020300    230.  0.0000040
 631.2555420   1200.  0.0000030
 631.4368300    340.  0.0000040
 631.7521176    890.  0.0000021
 631.8929530    460.  0.0000080
 632.0910710    240.  0.0000060
 632.3567492    270.  0.0000015
 632.6146190    240.  0.0000060
 632.8116160   2400.  0.0000030
 632.9027235   6900.  0.0000015
 633.3164490    990.  0.0000080
 633.4263050    210.  0.0000180
 633.7157830   1600.  0.0000090
 633.9372528   1600.  0.0000021
 634.1421307    940.  0.0000018
 634.4613229  15000.  0.0000012
 634.7875480    710.  0.0000050
 635.0492766   2600.  0.0000020
 635.7387120    930.  0.0000024
 635.7668028   2200.  0.0000023
 636.0379440    480.  0.0000160
 636.1432510    490.  0.0000080
 636.4010630    440.  0.0000060
 637.0900050    800.  0.0000100
 637.3705115   3000.  0.0000017
 637.3886650    330.  0.0000030
 637.6588540    350.  0.0000150
 637.8693413   6700.  0.0000020
 638.1436950    440.  0.0000030
 638.3124740    330.  0.0000050
 638.5107360    350.  0.0000140
 638.9161260   2300.  0.0000021
 639.0184100    360.  0.0000060
 639.0579660    780.  0.0000080
 639.1158270    590.  0.0000090
 639.1895650    240.  0.0000080
 639.5817270    510.  0.0000050
 639.8717310    590.  0.0000040
 640.2464853    490.  0.0000018
 640.8216881   2700.  0.0000016
 641.0369800    320.  0.0000090
 641.3671343  11000.  0.0000013
 641.5387220   2700.  0.0000040
 641.7310590    280.  0.0000060
 641.7875220    530.  0.0000120
 642.3882530    470.  0.0000040
 642.6588600    460.  0.0000300
 643.0550460    210.  0.0000040
 643.9540520   1600.  0.0000040
 644.0695280    660.  0.0000030
 644.0852920   8600.  0.0000090
 644.8552660   1100.  0.0000070
 645.1788510    920.  0.0000060
 645.2738240    540.  0.0000070
 645.7049210    230.  0.0000060
 645.9066896  44000.  0.0000013
 646.2260350    250.  0.0000040
 646.2845070    460.  0.0000130
 646.4398950   4200.  0.0000030
 646.4434470   1200.  0.0000070
 646.8144490    220.  0.0000060
 646.8504084    400.  0.0000021
 646.9462090    310.  0.0000040
 647.3001420    430.  0.0000100
 647.6586420    420.  0.0000130
 648.3092830    340.  0.0000080
 648.9273909    380.  0.0000020
 649.0676441    370.  0.0000019
 649.2530549   5200.  0.0000016
 649.4991440   1700.  0.0000030
 649.7050350    290.  0.0000070
 649.9286170    240.  0.0000050
 650.1440280    670.  0.0000100
 650.2454180    250.  0.0000080
 650.3788330    860.  0.0000030
 650.5307910    430.  0.0000060
 650.8784860   1100.  0.0000030
 650.9356060    170.  0.0000230
 651.0848637   1100.  0.0000017
 651.3156300    210.  0.0000100
 651.4163080   3900.  0.0000012
 652.3845120   1000.  0.0000040
 652.4301310    250.  0.0000060
 653.3146106  17000.  0.0000012
 653.9419910    350.  0.0000070
 654.3856820    220.  0.0000110
 654.7527040    600.  0.0000110
 655.1996230    230.  0.0000090
 655.3515380    660.  0.0000060
 655.5970788   6500.  0.0000015
 656.0687016   1100.  0.0000014
 656.1021970    270.  0.0000170
 656.1870120    260.  0.0000100
 656.6257720    610.  0.0000030
 656.6883589    300.  0.0000016
 657.1447030    450.  0.0000130
 657.7938610    520.  0.0000030
 657.9031163   5800.  0.0000012
 657.9473170    650.  0.0000140
 658.1298060    110.  0.0000120
 658.2047210    310.  0.0000050
 658.5724304  32000.  0.0000012
 658.6191220    490.  0.0000030
 658.6431650    800.  0.0000070
 658.7513670    420.  0.0000070
 659.0156991    330.  0.0000018
 659.0359268  26000.  0.0000013
 659.3000199   1100.  0.0000018
 659.3304900  21000.  0.0000013
 659.5283960   1100.  0.0000080
 659.5760278  12000.  0.0000017
 660.1305220   5900.  0.0000100
 660.4586020    320.  0.0000080
 660.5444230    260.  0.0000050
 660.7240730    840.  0.0000060
 661.5199629    650.  0.0000018
 661.5223274    460.  0.0000020
 661.8885340    510.  0.0000100
 661.9342800    340.  0.0000030
 661.9994770    870.  0.0000060
 662.1774050   1200.  0.0000060
 663.5289590    160.  0.0000140
 664.0745260   1800.  0.0000030
 664.8376410    640.  0.0000110
 665.0331480    450.  0.0000090
 665.0794300    500.  0.0000110
 665.6205030    400.  0.0000060
 666.0516050   2400.  0.0000030
 666.4108118  16000.  0.0000013
 666.5536610    400.  0.0000040
 667.0657780    540.  0.0000030
 667.5422520    500.  0.0000050
 667.6539780   3000.  0.0000019
 668.0550499   1500.  0.0000017
 668.5212391   1300.  0.0000020
 668.5894000    320.  0.0000090
 668.9366180    230.  0.0000140
 669.4574110    330.  0.0000080
 669.5854680    320.  0.0000030
 669.6344860    350.  0.0000050
 669.7988490    700.  0.0000030
 669.9561100    970.  0.0000019
 669.9907150    270.  0.0000060
 670.5898100    250.  0.0000070
 671.3104700    840.  0.0000040
 671.5823414   1500.  0.0000019
 671.9239150    800.  0.0000040
 672.1054350   1400.  0.0000030
 672.9315382   4400.  0.0000015
 672.9509380    250.  0.0000180
 672.9975644    700.  0.0000025
 673.0616320    370.  0.0000050
 673.4507630    280.  0.0000060
 673.5607650    830.  0.0000060
 673.6985150    220.  0.0000030
 674.0039998    640.  0.0000023
 674.4745600    480.  0.0000080
 675.3290430    210.  0.0000060
 675.5523391    360.  0.0000014
 675.8317640   9700.  0.0000014
 675.8403350    410.  0.0000100
 675.8974080    610.  0.0000060
 676.0069050    460.  0.0000060
 676.7536570    240.  0.0000100
 676.7585790    230.  0.0000240
 677.1975570    370.  0.0000090
 677.4043550    520.  0.0000090
 677.4967550    260.  0.0000080
 678.0183051   3800.  0.0000019
 678.1996410   3300.  0.0000030
 678.2284388   4300.  0.0000017
 678.9609830   1100.  0.0000050
 679.0713880   1900.  0.0000030
 679.3109362   1800.  0.0000022
 680.0363710    390.  0.0000040
 680.3133820    270.  0.0000140
 681.0979690    500.  0.0000070
 681.1196190    460.  0.0000030
 681.1389120    200.  0.0000030
 681.1557120    160.  0.0000140
 681.2429410    330.  0.0000100
 681.4371780    370.  0.0000150
 681.4655340    290.  0.0000110
 681.7493000    170.  0.0000040
 682.5391430    580.  0.0000040
 682.6560710   2300.  0.0000030
 683.0919821   4400.  0.0000018
 683.1231870    290.  0.0000040
 683.6810538   9800.  0.0000017
 683.6945190    210.  0.0000100
 684.8368090    370.  0.0000150
 685.5414800    420.  0.0000090
 685.6000110    870.  0.0000080
 685.7207030    450.  0.0000100
 686.8260903    860.  0.0000019
 686.8658040    980.  0.0000020
 687.0345960   1100.  0.0000030
 687.1781400    530.  0.0000220
 687.2884300    290.  0.0000080
 687.6649633   2900.  0.0000014
 688.2463650    270.  0.0000150
 688.4709840    490.  0.0000090
 688.5213750    410.  0.0000090
 688.8308120   1400.  0.0000040
 689.1204090    730.  0.0000090
 689.4152430    410.  0.0000160
 690.2666700    290.  0.0000060
 690.4114340    230.  0.0000090
 691.0895480    180.  0.0000040
 691.1755730    730.  0.0000120
 691.3132815  25000.  0.0000013
 691.8036721   1400.  0.0000024
 692.1948460    230.  0.0000060
 693.6142490    460.  0.0000050
 693.6197300    260.  0.0000130
 693.8566470    310.  0.0000050
 694.4453040    710.  0.0000040
 694.5525789  14000.  0.0000017
 694.7406008   1300.  0.0000022
 695.0121770    600.  0.0000040
 695.0311230    240.  0.0000040
 695.4884410    280.  0.0000100
 695.6574546    570.  0.0000020
 696.4232190    250.  0.0000040
 696.4232190    250.  0.0000040
 696.7859240    300.  0.0000100
 697.1220170    180.  0.0000140
 698.3008220    240.  0.0000030
 698.7955840    220.  0.0000060
 699.1582940  31000.  0.0000015
 699.4624820    230.  0.0000150
 699.4965630    860.  0.0000090
 700.1200790    330.  0.0000150
 700.2734348   7800.  0.0000023
 700.4814090    990.  0.0000080
 701.6903460    360.  0.0000080
 701.7251990    390.  0.0000030
 702.0502941   9800.  0.0000014
 702.3219820    430.  0.0000140
 703.4871020    410.  0.0000030
 703.5298630    230.  0.0000060
 703.8223340   1500.  0.0000030
 704.7739980   1100.  0.0000090
 705.5564680    620.  0.0000090
 705.6362840    420.  0.0000050
 706.0435660    670.  0.0000030
 706.1471360    300.  0.0000040
 706.1988040   1600.  0.0000030
 706.2600614   3800.  0.0000021
 706.3341160    440.  0.0000110
 706.6399400   1500.  0.0000040
 706.8234370    200.  0.0000060
 707.3043529    350.  0.0000023
 707.3429420    250.  0.0000040
 707.4343960   1200.  0.0000040
 707.7284420    850.  0.0000090
 707.9320090    120.  0.0000070
 708.6122145  12000.  0.0000020
 709.0778020    240.  0.0000090
 709.1294010    670.  0.0000140
 710.2471970    430.  0.0000100
 710.4548500    160.  0.0000080
 711.1140660    300.  0.0000040
 711.1820023    330.  0.0000016
 711.4880641    220.  0.0000019
 711.6359350    510.  0.0000030
 712.4007560    610.  0.0000120
 712.6524505   8300.  0.0000014
 713.2149700    420.  0.0000040
 713.2689290    630.  0.0000070
 713.3322880    610.  0.0000080
 713.4575982    600.  0.0000025
 714.2430720    250.  0.0000120
 714.4299940    760.  0.0000040
 715.0529330   1800.  0.0000030
 715.2255340   4100.  0.0000022
 715.5559540    710.  0.0000100
 715.6734270    660.  0.0000080
 715.6925799   1200.  0.0000023
 715.8916870    670.  0.0000030
 716.1920720   1000.  0.0000050
 716.9178000    500.  0.0000040
 717.0870975  30000.  0.0000014
 717.5349570   1700.  0.0000040
 717.6110600    300.  0.0000300
 717.8699530    370.  0.0000130
 718.1693920    160.  0.0000090
 719.0513430    330.  0.0000060
 719.3114610   1200.  0.0000100
 720.2029628   2200.  0.0000018
 720.3793850    350.  0.0000040
 720.8469022   1400.  0.0000023
 720.9992755  14000.  0.0000020
 721.4677380   2900.  0.0000040
 721.9745570    500.  0.0000100
 721.9913010    560.  0.0000050
 722.0043400   6500.  0.0000030
 722.1140768   2300.  0.0000020
 722.2970520    220.  0.0000070
 722.7100830    130.  0.0000100
 723.2855110    640.  0.0000060
 724.2180260    270.  0.0000040
 724.4087470   1700.  0.0000050
 724.4351140    280.  0.0000060
 724.4631130    320.  0.0000120
 724.6692940   2200.  0.0000050
 724.8124350    650.  0.0000080
 725.7353300    870.  0.0000040
 725.8985820    530.  0.0000040
 726.0176980    770.  0.0000050
 727.2560546    310.  0.0000022
 728.6910395   4500.  0.0000015
 729.8276020    440.  0.0000030
 730.0154230    410.  0.0000060
 730.7417140    560.  0.0000110
 731.0655200    320.  0.0000040
 731.3529800    430.  0.0000050
 731.7081348    480.  0.0000015
 732.6825250   1100.  0.0000030
 733.0303895   3500.  0.0000023
 733.1510990    480.  0.0000030
 733.7597010    200.  0.0000100
 734.0612540    160.  0.0000100
 734.1625480    340.  0.0000030
 734.3173940   3000.  0.0000030
 734.4322240    220.  0.0000040
 734.4599700    720.  0.0000070
 736.0372190    140.  0.0000090
 736.3375170    310.  0.0000050
 737.8909250   1600.  0.0000040
 738.5745180   1200.  0.0000090
 738.6208920   1400.  0.0000030
 738.7534856  12000.  0.0000015
 739.5474400   1100.  0.0000130
 740.4290967   2000.  0.0000023
 741.3779790    330.  0.0000220
 741.9834005    480.  0.0000023
 742.0593056   1200.  0.0000017
 743.0986402   7900.  0.0000022
 743.2299594   3900.  0.0000020
 744.6799307   1500.  0.0000023
 744.9899830   1200.  0.0000030
 745.1656556    260.  0.0000022
 745.7261140    620.  0.0000050
 746.3929670   3200.  0.0000180
 748.3414580   4600.  0.0000030
 748.5686300   2000.  0.0000016
 749.0035710    750.  0.0000050
 749.1676730    260.  0.0000050
 749.1774260    270.  0.0000090
 750.1067940    300.  0.0000070
 750.7359700    350.  0.0000070
 750.9805790    180.  0.0000050
 750.9991400    440.  0.0000060
 751.0546350    630.  0.0000040
 751.3418360    390.  0.0000140
 751.3858710    830.  0.0000060
 751.8810110    130.  0.0000140
 752.0021230    180.  0.0000080
 752.0852840    360.  0.0000050
 752.5206340    740.  0.0000040
 752.7400170    130.  0.0000100
 752.7579820   1800.  0.0000100
 753.0560370    200.  0.0000130
 753.3217370    430.  0.0000040
 753.3889170    190.  0.0000060
 753.8513900    220.  0.0000130
 755.1392170   3500.  0.0000030
 755.7405850    170.  0.0000100
 755.9830290    170.  0.0000110
 756.7934880    420.  0.0000090
 756.8612820    480.  0.0000170
 756.9681740    660.  0.0000050
 756.9825090   8700.  0.0000030
 757.1595340    730.  0.0000040
 757.1742600    330.  0.0000130
 757.5428740    290.  0.0000030
 758.7782940   4300.  0.0000050
 758.7880198   7900.  0.0000018
 760.0298680   1200.  0.0000100
 760.9917162   1400.  0.0000018
 762.2174810    630.  0.0000090
 762.7804360   1800.  0.0000060
 762.9274196   3200.  0.0000018
 763.2410830   1900.  0.0000050
 763.8276281   1400.  0.0000019
 763.9487790    540.  0.0000040
 764.0883140    620.  0.0000050
 764.9484306  15000.  0.0000023
 765.4426422   1100.  0.0000023
 765.5934970   1700.  0.0000040
 765.6806640    710.  0.0000070
 766.0432343   1500.  0.0000020
 766.2998800    930.  0.0000030
 766.8678080    500.  0.0000090
 767.8332580    370.  0.0000090
 768.0239760   2000.  0.0000030
 768.7422600    740.  0.0000130
 769.3887890    370.  0.0000180
 770.0042270    450.  0.0000100
 770.1898210    400.  0.0000070
 770.5805120    480.  0.0000080
 771.2391022   1600.  0.0000021
 771.6060720    600.  0.0000030
 772.3326860    490.  0.0000060
 773.1078009   1300.  0.0000023
 773.3866090    550.  0.0000140
 774.4693630    710.  0.0000060
 777.4084640    750.  0.0000030
 778.0632550    350.  0.0000030
 778.4458000   1100.  0.0000170
 778.9943250    660.  0.0000130
 779.1077430   7000.  0.0000030
 780.0503570   3300.  0.0000050
 781.0479120    440.  0.0000170
 781.5625900    330.  0.0000040
 781.9921001  13000.  0.0000024
 783.6613440    620.  0.0000130
 783.7777200    350.  0.0000030
 783.8615900    510.  0.0000080
 784.2455150    820.  0.0000040
 784.2614990    610.  0.0000090
 784.3948600   2100.  0.0000030
 784.4423020    610.  0.0000040
 784.9698466  15000.  0.0000018
 784.9961400    740.  0.0000070
 785.0613990   1100.  0.0000040
 786.6185280    490.  0.0000022
 786.8134090   3500.  0.0000040
 787.4797500    900.  0.0000160
 788.8452614   2700.  0.0000019
 790.1796200   1200.  0.0000100
 790.2493470   1700.  0.0000060
 792.3036330    430.  0.0000140
 793.9916990   1500.  0.0000050
 794.3910550   1800.  0.0000050
 795.6780455   1100.  0.0000022
 796.3551790    180.  0.0000070
 796.4173340    300.  0.0000090
 797.4788770   2200.  0.0000030
 797.6352550    700.  0.0000030
 798.1167733  27000.  0.0000019
 798.3421630    280.  0.0000170
 799.0170160   1600.  0.0000040
 799.3563390    430.  0.0000110
 799.4357600    200.  0.0000120
 799.5879387    820.  0.0000025
 799.9169300    120.  0.0000300
 800.0712520    120.  0.0000060
 800.2245490    450.  0.0000080
 800.5656060    310.  0.0000080
 800.7397900    130.  0.0000070
 802.4408000   1300.  0.0000040
 802.4537410    480.  0.0000070
 802.6460080    480.  0.0000070
 802.7934070    550.  0.0000040
 802.8420780    360.  0.0000080
 802.8653880    140.  0.0000050
 803.2408788    900.  0.0000020
 803.4640524   6200.  0.0000021
 805.6750610    150.  0.0000180
 806.4848110   1400.  0.0000090
 806.9045020    800.  0.0000050
 807.0958300     54.  0.0000900
 807.7872960   1200.  0.0000060
 808.7442519   1700.  0.0000021
 809.1710110    370.  0.0000040
 809.4462790    330.  0.0000040
 809.5849505   4400.  0.0000020
 810.7623600   1600.  0.0000300
 812.4581380    340.  0.0000080
 812.4957290   1100.  0.0000090
 813.1640574   1800.  0.0000021
 814.0174150    380.  0.0000040
 814.0636890    490.  0.0000170
 814.0713210   3200.  0.0000030
 814.5377142  12000.  0.0000021
 815.4623040    200.  0.0000160
 815.9786450    540.  0.0000060
 816.1971300   6800.  0.0000030
 816.4302590    180.  0.0000160
 816.5365580    460.  0.0000120
 816.8693210    240.  0.0000190
 817.2032920   3000.  0.0000040
 817.4370420    440.  0.0000060
 818.9162335  12000.  0.0000024
 819.3137640    220.  0.0000070
 819.6647320    420.  0.0000080
 820.4401890    460.  0.0000080
 820.5455930    630.  0.0000140
 820.9735220    520.  0.0000060
 821.1702720    230.  0.0000070
 821.6405560    600.  0.0000060
 821.9485410    540.  0.0000170
 822.2771190    160.  0.0000060
 822.9733940    420.  0.0000050
 823.3670000    880.  0.0000040
 823.6612500    130.  0.0000050
 823.7202220    180.  0.0000050
 825.4662150   4200.  0.0000030
 825.5884540    540.  0.0000030
 825.7011570   1400.  0.0000030
 826.1782560    630.  0.0000030
 826.3285270   1000.  0.0000060
 826.6195800   1000.  0.0000060
 827.7901410   5900.  0.0000030
 829.0692880    350.  0.0000050
 829.4806460    650.  0.0000060
 829.7830050    640.  0.0000060
 829.9457127    620.  0.0000020
 830.6707580    230.  0.0000090
 831.3915500    680.  0.0000130
 832.3142480   9600.  0.0000040
 833.2739033  26000.  0.0000014
 833.7997970    280.  0.0000070
 834.3769810    310.  0.0000110
 835.8366230    280.  0.0000130
 836.1022570   1700.  0.0000040
 836.2790970    190.  0.0000060
 836.8373520   1000.  0.0000060
 836.9693360   1000.  0.0000060
 837.1642040   1400.  0.0000040
 838.1528930    430.  0.0000030
 838.8032670    400.  0.0000040
 838.9410160    400.  0.0000130
 839.0841500    840.  0.0000070
 840.0485790    230.  0.0000130
 840.1566010    440.  0.0000040
 840.4299030    740.  0.0000050
 840.6105850    730.  0.0000170
 840.8988290    380.  0.0000040
 840.9328600    180.  0.0000090
 841.4228770    690.  0.0000090
 841.7698560    170.  0.0000070
 841.9039767  21000.  0.0000014
 842.0311330   3900.  0.0000040
 842.3539424  11000.  0.0000020
 842.6342520    660.  0.0000050
 842.8695990    290.  0.0000060
 843.4810730    110.  0.0000060
 843.8060300    140.  0.0000600
 844.2895840    110.  0.0000050
 844.7528250    310.  0.0000060
 844.7807724   6300.  0.0000024
 844.8832446  16000.  0.0000021
 845.2997160    150.  0.0000140
 845.7252430    140.  0.0000100
 845.8670920    130.  0.0000030
 846.6562380   2300.  0.0000040
 846.7996720    520.  0.0000050
 847.4153800   1100.  0.0000040
